SubjectID,Age,Sex,Condition,BlockType,TrialBlock,TrialNumber,CurrGen,Bead,ItemLeft,ItemRight,SideChoisen,Prediction,Confidence,Correct,Reward,RT
SUBJ__17,39,M,2,hazard,1,1,high,blue,high,low,1,low,0.07,NA,NA,5.2512829303741455
SUBJ__17,39,M,2,hazard,1,2,high,orange,high,low,None,None,0,NA,NA,3.4354147911071777
SUBJ__17,39,M,2,hazard,1,2,high,NA,high,low,None,None,0,0,0,NA
SUBJ__17,39,M,2,hazard,2,1,high,blue,low,high,0,low,0.88,NA,NA,3.3837947845458984
SUBJ__17,39,M,2,hazard,2,2,high,blue,low,high,0,low,0.59,NA,NA,2.002469778060913
SUBJ__17,39,M,2,hazard,2,3,high,orange,low,high,None,None,0,NA,NA,3.269287109375
SUBJ__17,39,M,2,hazard,2,4,high,blue,low,high,0,low,0.1,NA,NA,2.134814977645874
SUBJ__17,39,M,2,hazard,2,5,high,orange,low,high,1,high,0.05,NA,NA,3.103609085083008
SUBJ__17,39,M,2,hazard,2,5,high,NA,low,high,1,high,0.05,1,2.0,NA
SUBJ__17,39,M,2,hazard,3,1,low,blue,high,low,0,high,0.58,NA,NA,2.3929619789123535
SUBJ__17,39,M,2,hazard,3,2,low,blue,high,low,0,high,0.16,NA,NA,1.6272051334381104
SUBJ__17,39,M,2,hazard,3,2,low,NA,high,low,0,high,0.16,0,-2.0,NA
SUBJ__17,39,M,2,hazard,4,1,low,orange,high,low,1,low,0.11,NA,NA,1.332556962966919
SUBJ__17,39,M,2,hazard,4,2,low,orange,high,low,0,high,0.07,NA,NA,1.8998219966888428
SUBJ__17,39,M,2,hazard,4,3,low,orange,high,low,0,high,0.03,NA,NA,3.0340328216552734
SUBJ__17,39,M,2,hazard,4,3,low,NA,high,low,0,high,0.03,0,-0.0,NA
SUBJ__17,39,M,2,hazard,5,1,low,blue,low,high,1,high,0.62,NA,NA,2.1831469535827637
SUBJ__17,39,M,2,hazard,5,1,low,NA,low,high,1,high,0.62,0,-6.0,NA
SUBJ__17,39,M,2,hazard,6,1,low,blue,high,low,1,low,0.15,NA,NA,2.4463796615600586
SUBJ__17,39,M,2,hazard,6,2,low,blue,high,low,1,low,0.26,NA,NA,1.1620557308197021
SUBJ__17,39,M,2,hazard,6,2,low,NA,high,low,1,low,0.26,1,7.0,NA
SUBJ__17,39,M,2,hazard,7,1,high,blue,low,high,0,low,0.08,NA,NA,2.390062093734741
SUBJ__17,39,M,2,hazard,7,1,high,NA,low,high,0,low,0.08,0,-1.0,NA
SUBJ__17,39,M,2,hazard,8,1,low,orange,high,low,None,None,0,NA,NA,2.4265050888061523
SUBJ__17,39,M,2,hazard,8,1,low,NA,high,low,None,None,0,0,0,NA
SUBJ__17,39,M,2,hazard,9,1,low,orange,high,low,0,high,0.14,NA,NA,2.1646220684051514
SUBJ__17,39,M,2,hazard,9,2,low,orange,high,low,0,high,0.43,NA,NA,2.3355538845062256
SUBJ__17,39,M,2,hazard,9,3,low,orange,high,low,0,high,0.08,NA,NA,2.1355960369110107
SUBJ__17,39,M,2,hazard,9,3,low,NA,high,low,0,high,0.08,0,-1.0,NA
SUBJ__17,39,M,2,hazard,10,1,high,orange,high,low,0,high,0.47,NA,NA,1.131302833557129
SUBJ__17,39,M,2,hazard,10,2,high,blue,high,low,1,low,0.39,NA,NA,1.399423360824585
SUBJ__17,39,M,2,hazard,10,3,high,blue,high,low,1,low,0.24,NA,NA,1.2335889339447021
SUBJ__17,39,M,2,hazard,10,4,high,orange,high,low,1,low,0.07,NA,NA,2.2330241203308105
SUBJ__17,39,M,2,hazard,10,5,high,blue,high,low,0,high,0.16,NA,NA,1.584130048751831
SUBJ__17,39,M,2,hazard,10,5,high,NA,high,low,0,high,0.16,1,5.0,NA
SUBJ__17,39,M,2,hazard,11,1,low,blue,low,high,0,low,0.11,NA,NA,1.4231200218200684
SUBJ__17,39,M,2,hazard,11,2,low,orange,low,high,0,low,0.19,NA,NA,1.2821810245513916
SUBJ__17,39,M,2,hazard,11,3,low,orange,low,high,0,low,0.3,NA,NA,1.3582730293273926
SUBJ__17,39,M,2,hazard,11,3,low,NA,low,high,0,low,0.3,1,7.0,NA
